,Date,User_Id,Message,NumberOfPastPosts,Role
2518,"
March 2012 ",steveaspesi,"
according to Edmunds, the gti has less room in the back seat than the Mazda 3 - it have a lower gas milege rating and it cost more. at least that's what I found in comparing the two. ",Posts: 46,Member
2519,"
March 2012 ",backy,"
Comparing MT hatches to MT hatches, the Golf (2 door) costs less than the lowest-priced Mazda3 hatch (4 door). The GTI is the top Golf trim, so you need to compare it to a comparable Mazda3s trim. And the Mazda3s does not get the same great fuel economy as the Mazda3i with Skyactiv. Also the GTI has 200 hp--topped in the Mazda3 only by the Mazdaspeed3.I recently did a sit-test in the Mazda3 and Golf within a few minutes of each other and found the Golf to have more rear-seat leg room, with the driver's seat adjusted comfortably for me (5'9-1/2""). ","Posts: 18,946",Member
2520,"
March 2012 ",qbrozen,"
I said the same thing as Backy. The Golf/GTI has way more room, both in front and back. And, yes, you'd have to compare GTI to mazdaspeed3 and Golf to Mazda3s. ","Posts: 30,400",Member
2521,"
March 2012 ",stever,"
A reporter is hoping to interview car-shoppers under 34 years old to learn whether they are interested in the new ""near-premium"" offerings from Acura, Audi, Buick and Lexus. Thanks for responding to PR@edmunds.com by Thursday, March 29, 2012 with your daytime contact info and a sense of whether you think those vehicles are well-suited to you and your peers. ","Posts: 52,457",Guest
2522,"
April 2012 ",whatdafxup09,"
So here's the story, I'm about to graduate college, and will most likely be moving to Los Angeles in the next year or so to continue my education. I am looking for a new or slightly used sedan or hatch. I currently drive a 2001 camry LE, and while that thing is boring, it's also damn near indestructible. My budget is roughly 23-25k. So far, I've been considering the toyota camry, subaru impreza, hyundai elantra, etc... Most important to me are reliability and that ""fun"" factor. Right now I'm leaning towards the subaru but I don't really need AWD, although it would be nice. Give me your thoughts on these cars or suggest something better! BTW the car will MOST LIKELY be automatic, although nothing is for certain just yet. Also, I think I'll be avoiding the luxury brands for the most part due to maintenance costs and the overall image associated with them. Thanks everyone! ",Posts: 8,Member
2523,"
April 2012 ",backy,"
Mazda3i Touring hatch (or sedan). For that ""fun"" factor. Also economical. Impreza is a good choice also but more expensive than the Mazda3, less economical, and handling is not as crisp. If you don't really need AWD, then... why?Or used... lots of great options including TSX, G25/37. ","Posts: 18,946",Member
2524,"
April 2012 ",oldburbnewcx9,"
For the most ""fun"" factor a Mazdaspeed3 lists for 26K to 28K but can be had for $23K to $25K in my area (Northern Virginia) per deales price listings online. This car has also be reliable but probably not a bulletproof as you current boring ride. ",Posts: 53,Member
2525,"
April 2012 ",qbrozen,"
 Well if you find your Camry boring, I have no idea why you are considering another Camry. The base impreza and the elantra aren't exactly exciting options, either. Mazda3 is not a bad suggestion. If you look around and lay off the options, you could find a low-mileage '08-'09 328i in your pricerange. And '09-'10 TSX would be more fun that at least the 3 options you've listed. A '10 CTS 3.6 could also fit under your cap. ","Posts: 30,400",Member
2526,"
April 2012 ",whatdafxup09,"
Thanks all for the input. A few responses:1. So am I mistaken in believing that mazda has poor reliability/dependability down the road?2. While I do like the TSX/328i/other luxury brands, I don't really like the stigma or image associated with them. Furthermore, maintenance will be far more expensive and I'll be a student for virtually the next 4 years. 3. Despite being boring, my camry has never given me real trouble. Its so ******* dependable I feel almost guilty not going with it. (the safe bet for my money). Aside from that, it's comfortable and practical but just so boring... ",Posts: 8,Member
2527,"
April 2012 ",joeyh1,"
Time to replace the 02 Bonneville. I haven't driven anything yet, but I'm thinking along the lines of a 09-10 Sonata, Altima, Mazda 6, Optima....what else should I be looking at? I'm usually a solo driver, so I could also do a decent sized coupe. I just like to have a fair amount of metal around me and a roomy driving position. In fact, a well appointed interior is probably one of my most desired points. An Azera is probably a little pricey since I'd like to stay in mid teens. I'd welcome any thoughts. ",Posts: 2,Member
2528,"
April 2012 ",Kirstie_H,"
1. So am I mistaken in believing that mazda has poor reliability/dependability down the road? Wha....??? Why would you say this? No one has really intimated that that's an issue. I had fantastic luck with my Protege that I beat the crap out of. Seriously, if you want reliability - with outside of warranty bets - your Camry is really a great bargain. If you want driving fun, within your budget, with a decent warranty ( B2B)... move on.You are very smart to not consider the entry-level luxury category. The routine replacements are much more expensive. ","Posts: 11,133",Administrator
2529,"
April 2012 ",backy,"
So you want reliable-as-a-Toyota. But fun. Up to mid-$20s. How about this little number?http://www.scion.com/cars/FR-S/ ","Posts: 18,946",Member
2530,"
April 2012 ",whatdafxup09,"
You're right on the money save for 4 doors!! I think a sedan is more up my alley, im going for that more mature look. ",Posts: 8,Member
2531,"
April 2012 ",oldburbnewcx9,"
So am I mistaken in believing that mazda has poor reliability/dependability down the road? YES!I have a 2005 Mazda6s, 75000 miles, runs and works great. My son has a 2007 Mazda3s Hatch, runs and works great at 54000 miles. I also have a 2009 Mazda CX-9 Touring. 38000 miles, no warrenty issues. So far the best SUV/CUV I have ever owned. ",Posts: 53,Member
2532,"
April 2012 ",qbrozen,"
Mazda has good reliability.I don't think there is a stigma associated with a TSX, personally. It is just a European Accord. I didn't realize money was much of a concern when spending $24k on a car. If that's the case, you should be looking at used vehicles or base economy models, such as a base mazda3, and sock away any extra funds. ","Posts: 30,400",Member
2533,"
April 2012 ",bpizzuti,"
Wha....??? Why would you say this? No one has really intimated that that's an issue.I have. My Mazda3's engine threw a rod at about 72k miles. My property manager had a Mazda3 who's engine went at 20k, and then at 65k. The air conditioning on mine never really worked well. :sick: Then again, while it was drivable it was an absolute BLAST to drive. :shades: ","Posts: 2,743",Member
2534,"
April 2012 ",graphicguy,"
Can't really say I can disagree with the rest here. Nothing wrong with the Mazda 3. No reliability problems as I have ever heard. You might even be able to score a Honda Accord for that dollar amount. It would handle and drive better than any of the other ones you mentioned.Can't for the life of me understand why AWD is desirable for you, given where you're going to live. But, to each his own.In short, you don't have any bad choices here. ","Posts: 13,224",Member
2535,"
April 2012 ",backy,"
Heck, you have lots of years to go for the ""more mature look"". Maybe someday soon you'll be married with kids and can drive the epitome of the more mature look, the mini-van. So why not get a fun sporty car while you can? Your next opportunity will be your mid-life crisis, about 25-30 years from now. :P ","Posts: 18,946",Member
2536,"
April 2012 ",bobw3,"
Here's my only question. You said, ""I'm about to graduate college, and will most likely be moving to Los Angeles in the next year or so to continue my education.""So do you already have a job to pay for this car or are you going to grad school? I'd say to save you money, pay off your debts, and keep your boring but ""indestructible"" Camry until you're all done with college and are fully employed. My apologies if I misunderstood something in your post. ","Posts: 2,992",Member
2537,"
April 2012 ",whatdafxup09,"
Great input all, thanks!The mazda 3 is looking real promising, but any input on hatch vs. sedan?Also, I have some money tucked away for a new car, and the parental unit will pitch in as a graduation gift, as my camry with nearly 200k miles is about to die. Ill be going to medical school in LA so no, I wont have any money from a job but my parents have agreed to help with maintenance costs, that's why the cost of maintenance is important. Backy, you have a great point and I'm seriously considering something more sporty. By that same token however, the mazda 3 is sporty and can seat 5 comfortably (I like that alot). In response to the AWD, it's not desirable per say, but because I like subaru, having it standard isn't exactly a negative trait. ",Posts: 8,Member
2538,"
April 2012 ",backy,"
I like the Mazda3i hatch for its versatility. Also I think it looks better than the sedan. It's #1 on my shopping list for my next car, but that won't be until next year. Also looking at the Golf, Elantra GT (coming this summer), Focus SE, and Impreza--all hatches. ","Posts: 18,946",Member
2539,"
April 2012 ",whatdafxup09,"
Backy, is that impreza or impreza wrx hatch? I also am partial to the mazda 3 hatch over sedan. ",Posts: 8,Member
2540,"
April 2012 ",Kirstie_H,"
You'll have a warranty the whole time you're in med school, so at least repair costs should be almost nothing, if anything. The Mazda3 will be nicer to you on MPG, and gas is expensive out there. I mean, it's expensive everywhere, but especially out there. Even if your parents pitch in $ for gas, that's fewer $ they have to spend on you elsewhere, if it's going into the gas tank. I think the Mazda3 hatch is a perfect choice - fun to drive, good on MPGs, not too pricey, and it's common enough (without being bland) that you shouldn't have parts/service issues anywhere. I'm not sure, but perhaps because AWD isn't necessary in LA, Subarus may be less common - they certainly have fewer dealerships overall, so if you have any recalls or work that needs to be done by a manufacturer-associated dealership, that may be an issue (might check for dealerships near the neighborhood you intend to live in).You or your parents should call up your insurance agent as well. Tell them which vehicles you're considering - there could be a VAST difference in insurance costs between various vehicles. I've found agents to be helpful there. While they might like the extra money, they really don't like a customer being shocked/angry when they find out their premiums have just gone up a lot, unexpectedly. You're going to go up anyway, in all likelihood, because the Camry probably has you pretty low, but you should know what you're looking at in case you need a ""tie breaker.""If I were your age, with your budget, I'd be driving myself insane right now trying to decide between the Mazda3 and the Elantra. I love Subarus too, but you'll have many vehicles in your future, and I'd save that for when i could enjoy the benefits of AWD. ","Posts: 11,133",Administrator
2541,"
April 2012 ",backy,"
Normal Impreza 5-door, Premium trim (since base trim doesn't get you much). ","Posts: 18,946",Member
2542,"
April 2012 ",whatdafxup09,"
I think you're right. Thanks for the input! BTW, does the elantra gt slated for summer come in 4 door hatch or just coupe? ",Posts: 8,Member
2543,"
April 2012 ",Kirstie_H,"
Hi Joey - sorry we missed your question in our flurry of posts. You have a good list there. It sounds like you're looking for just a little bit more ""driving fun"" than the Bonneville offered you, without sacrificing space and a nice interior. I like all of the choices you mentioned, but they are going to drive differently, so a day of test-driving might be in order for you. What is your budget? That would help with other recommendations. You said teens, but are you OK with upper teens? So far, I'm not thinking of anything you've omitted that I'd be inclined to recommend... except...If you like sporty, roomy, and would consider a coupe, have you looked at the 2010 Hyundai Genesis coupe? Looks to be priced comparably to the 2010 Sonata, and has lots of metal, IMO. I have NOT been inside of one, so I can't comment on the interior room, but it's a real looker (again, IMO).The Optima is going to be the bargain of the bunch. ","Posts: 11,133",Administrator
2544,"
April 2012 ",Kirstie_H,"
According to our astute and hard-researching members, it will come in just about every flavor:http://townhall-talk.edmunds.com/direct/view/.f255528/ ","Posts: 11,133",Administrator
2545,"
April 2012 ",backy,"
Actually, the Elantra GT will be available only as a 5-door hatch, in the USA at least. The Elantra sedan comes in GLS and Limited trims. The new coupe will come in GS and SE trim. ","Posts: 18,946",Member
2546,"
April 2012 ",andres3,"
im going for that more mature look. Nothing says mature like a Buick.A Buick Verano should be up your alley! ","Posts: 12,906",Member
2547,"
April 2012 ",andres3,"
I have. My Mazda3's engine threw a rod at about 72k miles. My property manager had a Mazda3 who's engine went at 20k, and then at 65k. The air conditioning on mine never really worked well.  Then again, while it was drivable it was an absolute BLAST to drive. I agree.... Mazda's reputation went into the pits when they lowered their warranty (I believe in 2005) by 25%, or from 4 years to 3 years, and equivalent ratio of loss in mileage as well. I just can't let them get away with that until they have as many red dots as Honda or Toyota. ","Posts: 12,906",Member
2548,"
April 2012 ",backy,"
The Verano is a nice little car, saw it at the auto show last month. Interior is especially nice. But it will be awhile before it comes with the really good powertrain, i.e. the turbo maybe with a 6-speed stick. But starting price is in the OP's ballpark. Reliability? Hmmm... will it be up to Toyota levels? Or even Mazda levels?Could get a nicely loaded Mazda3i Touring hatch for same money as a base Verano... more fun to drive, more versatility, better economy. Not as nice an interior though. ","Posts: 18,946",Member
2549,"
April 2012 ",Kirstie_H,"
Thanks for the correction - I skimmed rather quickly. ","Posts: 11,133",Administrator
2550,"
April 2012 ",andres3,"
Reliability? Hmmm... will it be up to Toyota levels? Or even Mazda levels? If your asking me what I predict Buick Verano's reliability will be..... I'll point out GM is only alive because of a massive bailout... and Cruzes seem to catch fire... which the Verano is based on... so... yeah.... ","Posts: 12,906",Member
2551,"
April 2012 ",whatdafxup09,"
Hey all I want to thank you guys for the great advice. I think I'm pretty set on the mazda 3 hatch. With my budget of ~25k, I could get the fully loaded version with the larger engine, but is it worth the loss in mpg? any thoughts? ",Posts: 8,Member
2552,"
April 2012 ",backy,"
Why not drive both and decide? There is a HUGE difference in fuel economy but only 12 hp more in the 2.5L (11 hp for PZEV e.g. CA). Also you said you probably won't get a stick, and the Skyactiv has a 6-speed auto while 2.5L has only 5 speeds. The Mazda3i Grand Touring comes pretty well equipped, including leather. Plus you get the better fuel economy. ","Posts: 18,946",Member
2553,"
April 2012 ",plekto,"
Well, if you're new to the job-world in this economy, you need something used, fun to drive, and dirt cheap to repair.Toyota's least expensive car to repair in the last decade is... the Celica. It's the ultimate get-around town car that is fun to drive and won't break your bank keeping it running. A 2005 GTS model in near mint condition is a very affordable and good choice, as it should have at least 5-7 more years life in it. It should cost you well under $10K for a low mileage one. ","Posts: 3,738",Member
2554,"
April 2012 ",bobw3,"
Have you already test drove a Mazda3 hatch with five people in the car. If you think you're going to be driving five folks around pretty often, you might want to test drive with that many. I don't know how big you or your passengers may be, but three in the back of a Mazda3 will be pretty tight. For ~$25K you could get a Ford Fusion that's more roomy. Also, if you're concerned about MPG go for the manual transmission. ","Posts: 2,992",Member
2555,"
April 2012 ",anonymousposts,"
Why not look at a VW Jetta or Golf? We bought a VW Tiguan after years of being Honda/Toyota loyalists. So far it has been more trouble free than the 09 Accord, 11 Genesis, and 11 Odyssey we recently owned. We just took it on a trip to Florida with 2 adults and 2 kids in 90 degree heat with the AC running. It averaged 28 MPG over the course of the 1200 miles we drove it. This is with the 2.0t engine and 6-speed manual transmission. The Jetta TDI would be fun to drive and gets 43 MPG+, though some of this is offset by the higher cost of diesel. ","Posts: 4,202",Member
2556,"
April 2012 ",kdshapiro,"
It's not really a young persons car but the RAV4s circa 2005/2006 are perfect. Extremely reliable, lots of room, very good gas mileage. Extremey low maintenance costs. In six years, not any ""repairs"", only scheduled maintenance. And a ton of room inside.Took 2 adults and 3 teens on a weekend 1000 mileage trip in the summer. We were all very comfortable during that trip. ","Posts: 5,751",Member
2557,"
April 2012 ",backy,"
Also, if you're concerned about MPG go for the manual transmission. Not really an issue with the new 6 speeds in the Skyactiv. The automatic is actually rated higher in mpg by EPA than the stick. More about fun to drive, and up-front cost. Maybe in LA traffic it would not be all that fun though.  ","Posts: 18,946",Member
2558,"
April 2012 ",whatdafxup09,"
Yeah, the main reason for the automatic transmission would be the beast that is LA traffic. Also, it would allow my family and girlfriend to drive the car, as none of them can drive stick. Problem is, I can drive stick and love it... Only time will tell. I may wait until late summer/early fall so I can scope the new (2013) mazda 3s. As for the room in the back, bobw3 you have a good point. Ill have to check that out but I'd imagine the car is decently comfortable for 4 passengers, no? As for the Rav4, I was considering compact suv's but have decided I'd prefer a sedan/hatch. As for the celica, I've never really seen the appeal. ",Posts: 8,Member
2559,"
April 2012 ",backy,"
Decently comfortable in back if passengers don't have long legs. I'm 5'9-1/2"" and could sit behind myself with OK comfort for, oh, maybe a couple of hours. Would not want to be back there on a long trip though. ","Posts: 18,946",Member
2560,"
April 2012 ",joeyh1,"
Thanks for the thoughts. I'm trying to stay mid teens. Is a Jetta worth including in this mix? My main concern is that there are no VW dealers near me. ",Posts: 2,Member
2561,"
April 2012 ",Kirstie_H,"
In my opinion, no. It's fun to drive, but I would never own a VW out of warranty. Though you may purchase IN warranty, that won't last too long. No VW dealers nearby definitely would kill the deal for me.At your price point, I'd consider the Optima the best value (still). The other options you mentioned are very likely to be closer to $20K than to $15K. ","Posts: 11,133",Administrator
2562,"
April 2012 ",andres3,"
If I were going to go VW I'd go for the GTI. It has pretty much been perfected, as it hasn't changed much in lots of years.It's way more fun than a Jetta, and it's not all that expensive either.In my experience, VW, while far from reliable, is still FAR MORE reliable than a Dodge. ","Posts: 12,906",Member
2563,"
April 2012 ",plekto,"
The big deal with manuals in Los Angles is that they actually are not a problem at all. I live here and the thing is, that they are easier to drive than an automatic in most cases because you just drive like a truck driver. That is, instead of trying to follow at a set distance like a good little drone, you ignore gaps and just keep the thing in 2nd gear the whole time. You have to un-learn your automatic driving style and re-learn for manuals.Note that this takes a week at most. I hate shifting and during the typical Los Angeles traffic jam, my average number of shifts is well under ten in half an hour. You just have to not care and stubbornly creep and grind along letting the engine rev up and down in 2nd gear, with the occasional shift to 1st. (my vehicle drives fine in 2nd gear from about 5mph to 40mph, giving me a huge range to play with - the trick is to leave yourself enough space to slowly rev down and coast before the car in front moves and stops again. While they are going and stopping constantly, you are more like a yo-yo behind themHaving to hover over the brake because your car wants to creep forward constantly is far more annoying to me, actually, in heavy traffic. And, there is also the issue of darting into gaps and making lane changes. Automatics are pretty much a slam the pedal and pray affair, while with a manual, you're already most likely in the right gear and can simply go - no lag, no worries.What matters most in all of this is the ease of the clutch itself. Some vehicles like the Celica and the Accord/Civic are almost video game easy. Some are like a bench press. Most of this is not the clutch itself but the over-sized spring that they put on the pedal, combined with the fact that many clutches are set to engage when you're nearly at the floor. Ideally, the clutch should move 20-30 degrees. Most are set up from the factory closer to 45-60 degrees, which is very tiring. Back to car recommendations:The Lexus IS300. It's as close to that classic late 90s ""BMW"" feel that Japan ever got, IMO. It feels great. Reliability is, well, it might as well be a Corolla, since they share a lot of the same DNA. (this is a good thing, mind you) They made an is300 wagon in manual, which is a blast to drive. The automatic is also fun if it has the paddle shifters. Unlike a lot of these, this is an earlier design, so it really does stay in the gear you tell it to. Also, add a mid 2000s Mercedes C230K to the list. Note - manual only, zero options model (ie - manual seats, even, if you can find it that way). These are famous for getting 30+mpg and driving, well, like a Mercedes. Manual because you don't want a Mercedes automatic and no options because even in base trim, it's a nice car - and there's nothing to break. Note that you might be looking for a while to find one as nobody wants to sell theirs. Well, except for the 3 door coupe. These are everywhere and nobody wants theirs, apparently. Great cars, though - like a modern take on the BMW 318Ti. The first generation Rav-4 while funky looking, is a good choice as well. Get one with 4WD, though, as it allows you to do a lot more things in the mountains surrounding Los Angeles, and is actual 4WD - not all wheel drive. So you get 2WD gas mileage but when you need to go off-road, you have options. (and resale value is much better) The automatic is reliable but boring as paste. If you want new, a good option is a brand new Jeep Patriot with manual. Why? Because year-end incentives make these go out the door for close to 14K. That buys a lifetime of repairs (what with new Corollas and Civics approaching 20K?), and the factory warranty is there as well. It's a big cheap box, and perfect for just getting around in a city where your car will get dings and dents. Also, the 4WD option is quite decent off-road. I know nobody things of Los Angeles as ""off road"", but it is surrounded by a few hundred thousand square miles of mountains and deserts. Plus, it's great if you want to go skiing in the winter - AWD vehicles still require chains and mostly fail anyways. ","Posts: 3,738",Member
2564,"
April 2012 ",rustum,"
Not sure, if it is the right place to ask. My daily driver is Accord. We do have 2001 V6 sonata. Wife is using Sonata once in a while for quick trip to kid school or grocery store. We can definitely live with one car time being. I am just wondering, if it is a good idea to get rid of old Sonata. It suspension is making all kind of noises. I would like to get rid of it before it breaks down. We might need a second car once she starts working down the line. Do we get any incentive from TX state for giving up 10years old to purchase small car? ",Posts: 100,Member
2565,"
April 2012 ",rustum,"
Any help regarding this? ",Posts: 100,Member
2566,"
April 2012 ",Kirstie_H,"
You probably haven't gotten an answer because no one here is familiar with what Texas offers. I will say that I do not know of any incentives offered by states to trade in a vehicle, other than the tax break offered by some states - you only pay tax on the difference between trade-in value and new car purchase price, not the whole purchase price. But I don't know about Texas.It is also a personal financial decision. A 10-year-old vehicle will eventually have issues. If you think the issues are too much to live with, you should get rid of it. ","Posts: 11,133",Administrator
2567,"
April 2012 ",rustum,"
Thanks for the help. Carfax offered me $700. I am trying to see if I can find a private buyer for little more. ",Posts: 100,Member
2568,"
April 2012 ",Kirstie_H,"
You might hop over to our Real World Trade-In Values discussion, post the details about your vehicle, and see what experienced members think about a good private-party asking price. ","Posts: 11,133",Administrator
2569,"
April 2012 ",andres3,"
Having to hover over the brake because your car wants to creep forward constantly is far more annoying to me, actually, in heavy traffic. And, there is also the issue of darting into gaps and making lane changes. Automatics are pretty much a slam the pedal and pray affair, while with a manual, you're already most likely in the right gear and can simply go - no lag, no worries. >>>>>>>>>>>>>>>>>_____________You can shift an Automatic into neutral if you are tired of pushing the brake. Most brakes have a lot of power brake behind them, so the effort is minimal. However, shifting to N just like in a manual risks rolling forward or backward and causing a collision if you don't have your foot on the brake anyway.As for darting into gaps with an automatic... it is not a slam and pray affair if you choose wisely. Competent Automatics will shift fairly quickly, and the best ones actually have two clutches and shift faster than the world's best race car driver could with a manual. My '03 Accord's 5-speed auto was adequately fast. My '06 A3's DSG is lightning fast. Choose your automatics wisely! ","Posts: 12,906",Member
2570,"
April 2012 ",kdshapiro,"
With gas prices approaching $5/gallon again, I would not get a manual. Most modern automatics do a very good job of maximizing gas mileage; there simply is not need for a manual and the sales figures of manuals vs automatics bear this out.I drove a manual for 12 years and eventually grew tired of the 10 mile backups in heavy traffic. On the clutch, off the clutch etc.Although I have to say since I got rid of the manual the state DOT did a great job in reconstruction of the major portions of the 10 mile ride where these infamous backups used to occur. Getting through the bad stretches is not much, much easier. ","Posts: 5,751",Member
2571,"
April 2012 ",bobw3,"
Why not get a few year old Prius, which has a nice interior big back seat and trunk area, gets 50mpg and it very reliable. You can probably get on in the mid-teens. ","Posts: 2,992",Member
2572,"
April 2012 ",bpizzuti,"
Yeah and in a couple of years he can spend several thousand on battery replacements. :sick: ","Posts: 2,743",Member
2573,"
April 2012 ",rustum,"
That is how exactly I am feeling with my 2010 Accord purchase. MPG on Accord with city driving is not good. Prius could have been better purchase. Only thing I noticed is insurance premium. Prius insurance cost seems to be higher (My colleague pays 70% more for his Prius compared to Accord). ",Posts: 100,Member
2574,"
April 2012 ",bobw3,"
The insurance for my Honda Fit and Prius are the same. So your colleague has both the Accord and Prius of the same year and pays 70% more for the Prius?And it's a myth that you'll pay ""thousands in a few years"" for batteries in hybrids. The Prius has been in production for over 10 years and there are no reports of expensive battery replacements. Just the opposite in fact with Prius's at 150,000 to 200,000 miles on the same battery pack. And when a there is a battery issue, it's normally just one or a few cells and not the entire battery pack needing replacement. Considering the reliability of the Prius on all the various components, long-term the maintenance costs are actually lower. What if you have a VW Jetta, Malibue, or any other less reliable car for example with 150,000 miles and you're paying thousands to replace various electronic components, AC pumps, water pumps, alternators, power steering pumps, etc... Even if you did have to replace some Prius battery cells at 150,000 miles, you'd still end up with less maintenance costs than with comparable vehicles.Plus if you drove a Prius 150,000 miles at 48mpg average as compared with another sedan only averaging 28mpg at $3.75/gallon, you'd save $8,370 in gas with the Prius. Plus you'd have a more reliable car. ","Posts: 2,992",Member
2575,"
April 2012 ",dc_driver,"
Bob,  I think you make some excellent points. And when gas hits $5 a gallon (which I am sure it will in the next few years) the Prius will be even more of great commuter car. I really like the Prius and have known several folks that have owned them. I think they are a great value. That said, they are just not for me (obviously everyone has an opinion). I prefer a car with more pickup/acceleration, and less electronic/numb steering. I have been driving sporty cars and sedans the last 23 years and it is hard to adjust. But I agree with you that reliability or resale should not really be a concern with the Prius. I myself used to question longevity with the batteries and potential repair and resale, but we clearly have enough data now to know those concerns should not affect a buyer. So, for me, it just comes down to sacrificing acceleration and overall ride quality for gas savings.. I ended up meeting in the middle with a 4cyl turbo that meets my demands of acceleration and handling when I want it, but can still hit mid 30's on the highway for gas mileage on regular unleaded. ",Posts: 712,Member
2576,"
April 2012 ",bpizzuti,"
How much are you getting batteries for then? What's the replacement cost of a worn-out battery system on a Prius? I'm reading anywhere between $2000 and $6000 depending on where they source the batteries and which generation Prius. Which definitely qualifies as ""thousands."" ","Posts: 2,743",Member
2577,"
April 2012 ",bobw3,"
I completely agree that the Prius has no sporty flavor and is more of an appliance car. Like I said in my previous post, ANY car can have a few thousand dollars of repairs after 150,000+ miles, but here's more info for you:http://green.autoblog.com/2012/01/05/replacing-prius-batteries-can-be-good-for-t- he-environment-and/And here it says from a 2008 article, ""The carmaker isn't doing much business in replacement batteries though - with some 500,000 Priuses now on the road in this country fewer than 300 battery packs have been replaced, and many of those were batteries damaged in accidents."" http://www.autoobserver.com/2008/09/toyota-lowers-price-on-prius-replacement-bat- teries-says-business-slow---for-now.htmlIt really depends on what the alternative car you're buying and the reasons. I was more interested in space, reliability and MPG, so I choose the Prius. If 5-10 years down the road I need to spend a couple thousand on a new battery, then I'll look back at all the gas I've saved, and know that I still came out ahead. ","Posts: 2,992",Member
2578,"
April 2012 ",lisaliz,"
I am looking for a good, solidly built small car that handles well. My #1 priority, due to my medically heat sensitive son and our brutal climate, is a strong A/C - preferably one that can put a frost on you. I also want firm, supportive seats.My current car is a 2001 Jetta, which is just about perfect. Unless you consider the dreadful reliability. I decided to unload it years ago but never found anything I preferred, and now the elderly A/C is forcing my hand. Unfortunately the latest version of the Jetta is a downgrade - I'd rather move up than down.I'm not big on cars as status symbols. In fact when I had the chance to test drive a used Mercedes the hood ornament kind of bugged me. And whatever I buy now will probably be passed down to my boys when they learn to drive in 6-7 years, so there's that. I don't really need teenage boys driving a Mercedes to high school. However safety features might be good.Price? I tend to be frugal, but will also pay for quality/value. So I'm not specifying a price point; what I'm willing to pay depends on what I get for my money. I chose a Jetta over a fairly comparable Audi last time. I am apparently style blind. I actually think the Prius is a good looking car. I know, I know, but it's not fair to criticize someone who just admitted being blind. So feel free to recommend something that is butt-ugly. ",Posts: 5,Member
2579,"
April 2012 ",backy,"
How about a CPO Rabbit or Golf? Solidly built, reliable (much better record than past VWs), factory warranty, and a lot of car for the money. Since you like VWs e.g. 2001 Jetta, you should like how the Rabbit/Golf ride and drive. And more practical (esp. as a school car) than a sedan. And very strong on safety--look for a Rabbit with ESC (standard on later Rabbits, and the 2010+ Golf).The Golf is arguably the highest quality compact available for a reasonable price. It hasn't been de-contented like so many other compacts have been in recent years (e.g. the new Jetta). And it isn't even ugly! Another other good choice IMO is the Mazda3i (with Skyactiv for great fuel economy). The Focus is a nice car also, good blend of ride and handling, but as a brand new design reliability is not yet proven. A used Civic is another possibility--handles better than the new ones, and a proven design. I doubt you'd like how the Corolla and Elantra handle. The new Impreza is a very nice car also, not quite as crisp handling as the Mazda3 or Golf, but you are paying extra in multiple ways for the AWD, which if you don't need it doesn't match your frugal nature. ","Posts: 18,946",Member
2580,"
April 2012 ",bobw3,"
If you'd rather go up then down, I'd test drive a Passat or Fusion. ","Posts: 2,992",Member
2581,"
April 2012 ",lisaliz,"
My husband used to own a Passat and I'd drive it sometimes - a good car, but I prefer to drive something smaller. I had mentally checked Ford off my list, but that was a few years ago so you're right, it needs to be revisited. I really like the Mazda3, but it doesn't have enough headroom to accommodate my tall husband as a passenger. He and I are automotively incompatible so I tend to ignore his preferences, but I do need at least the option to haul him on occasion.Golfs are reliable? Really? I'm going to have to check that option out. Though I imagine the growing sons would whine about the back seat - they're already complaining about the Jetta. I'm told that to get really good A/C I need to avoid economy cars, so I'm also looking at the next tier up. But I really don't know anything about the entry level luxury segment, so am not even sure where to begin there. ",Posts: 5,Member
2582,"
April 2012 ",toyotafan6,"
I bought a 2012 Toyota Yaris LE a few months ago, my prior car was a 2001 Toyota Corolla LE. I really like the Yaris...I'll give you what I think are the Yaris' pros and cons. Of course, I understand alot of it is subjective...Pros:Price: MSRP $16,815Gas Mileage: my last tank was 36.5 mpg - 90% city drivingComfort: the driver's seat I find very supportive and comfortableVisibility: Very good, the Yaris is a little taller than my old carBraking: excellentAudio System: excellentHandling: excellentFeatures: bluetooth capability, Ipod, tire-pressure monitoring system, anti-theft, etc.Reliability: Vehix has the Yaris as one of the most reliable 2012 small cars.Free scheduled maintenance for 25,000 miles or 2 years from Toyota.Parking: a cinch!Styling: looks good to me! Both inside and out.Safety: 9 airbagsI've been running the A/C when needed, it works great!Cons:Not the smoothest ride on the road, it is a little more harsh than my old car but not enough to be an annoyance (not to me anyway)...The road noise is a little more noticable than my Corolla as well, but again, to me this is not a big deal, from what I understand the lower-priced cars don't have the insulation as the higher-priced ones. The shift lever knob is on the small side.I've always liked the smaller cars and so far I'm happy with my choice.  ",Posts: 49,Member
2583,"
April 2012 ",backy,"
The 2001 Jetta has less rear seat room than the current Golf. I know, I owned a 2005 Jetta (last year of that design). Be sure to take your sons along if you drive one.If you like the Mazda3 but want something roomier, how about the new CX-5? Excellent fuel economy (for an SUV), Mazda-type handling, lots of utility, good room in back. Get one w/o a moonroof, for your husband. Also... if your sons find the rear of your Jetta cramped and the Mazda3 doesn't have enough headroom for your husband, don't waste time looking at the Yaris--they won't like it. ","Posts: 18,946",Member
